message,is_useful,source_file,source_line
Interesting number,0,corpus-non-useful.txt,131
typo: accoutns,0,corpus-non-useful.txt,132
Any benefit to this being in a template? doesnt seem like it,0,corpus-non-useful.txt,133
Whats this for?,0,corpus-non-useful.txt,134
"Does this _really_ need to be an exception? We've been talking about that at Monitoring COP lately. What's the actionable from this log item? If nothing, make this a warning or something imo.",0,corpus-non-useful.txt,135
Was this not being used by anything?,0,corpus-non-useful.txt,136
"What's going on here? This is coming from core's API, we should be able to parse it using the regular strptime where we pass it the format. At the very least I would say that IF for some reason we need to use datetime_parser, that you should just be able to set the posted date to the result of it without recreating it...",0,corpus-non-useful.txt,137
Fair enough.  We could probably update the core API (juuuust added) to return a better formatted datetime.,0,corpus-non-useful.txt,138
move this down,0,corpus-non-useful.txt,139
are there 2 versions of mock in SM still?,0,corpus-non-useful.txt,140
Ya removing it's fine.,0,corpus-non-useful.txt,141
"wait, vtest no longer contains mock, but instead has it as a dependency?",0,corpus-non-useful.txt,142
:+1:,0,corpus-non-useful.txt,143
Are we still `POST`ing something with this handler?  I thought all the Postman tests for this were `GET`s.,0,corpus-non-useful.txt,144
In retrospect we could have left the old `<p>` tags in the page and removed this padding to get the look we wanted.  I don't feel strongly about changing it though.,0,corpus-non-useful.txt,145
"I thought SM was converted to a unified colour pallet, and that these were supposed to be variables.  I'm surprised to see even hex values here.",0,corpus-non-useful.txt,146
Why are you getting only one page at a time and looping in js to get all the pages?,0,corpus-non-useful.txt,147
dunno if this needs to be an object really... could just be module functions/constants?,0,corpus-non-useful.txt,148
doesnt look like this is used?,0,corpus-non-useful.txt,149
cool,0,corpus-non-useful.txt,150
can this go on just the logout route? not sure if we want to kill the cache for all landing pages all the time,0,corpus-non-useful.txt,151
:+1:,0,corpus-non-useful.txt,152
would rather us not worry about the issue for now. i think we want vauth middleware to set these header policies on authed routes all the time if we truly care,0,corpus-non-useful.txt,153
:+1:,0,corpus-non-useful.txt,154
Where was this being called from?,0,corpus-non-useful.txt,155
"Disregard my previous comment about the token Map Reduce, might want to think about deleting the unique value here as well.",0,corpus-non-useful.txt,156
:+1:,0,corpus-non-useful.txt,157
:+1:,0,corpus-non-useful.txt,158
keep reading this as ```global-warming```,0,corpus-non-useful.txt,159
Not hotjar but may be GA.,0,corpus-non-useful.txt,160
:+1:,0,corpus-non-useful.txt,161
"I think these are good, then they can show up in ga stats",0,corpus-non-useful.txt,162
I like the error pages being seperate,0,corpus-non-useful.txt,163
:+1:,0,corpus-non-useful.txt,164
Our sdk generation keeps flipping this back and forth :person_frowning:,0,corpus-non-useful.txt,165
is there a variable with a better name for this? assigning $WHITE_FONT_COLOR to styling on a td border is pretty weird. There is $WHITE_BACKGROUND_COLOR... Is there a WHITE_BORDER_COLOR or something like that which can be used?,0,corpus-non-useful.txt,166
"same kinda comment as I had about border color, assigning $SECONDARY_FONT_COLOR to a box shadow variable is odd. Is there an equivalent variable with a better suited name already, or what do you think would be more appropriate?",0,corpus-non-useful.txt,167
You'll have to update the vcompose library to change these as the next time we bring the updated library into SM it will over write them,0,corpus-non-useful.txt,168
@jrolheiser-va repo for vcompose located here: https://github.com/vendasta/VA-vcomponents,0,corpus-non-useful.txt,169
included jquery but aren't using it?,0,corpus-non-useful.txt,170
typo ``` self. notificationBannerCookie ```,0,corpus-non-useful.txt,171
o_O @ github's formatting here,0,corpus-non-useful.txt,172
this also applies to phones?,0,corpus-non-useful.txt,173
I think we should change it to use vapi AjaxHandler,0,corpus-non-useful.txt,174
indent,0,corpus-non-useful.txt,175
Only check postable services?,0,corpus-non-useful.txt,176
"what are your thoughts on putting this in FEC? I like the idea of hide, pull-left, pull-right utility classes",0,corpus-non-useful.txt,177
I like the idea that it's in it's own row.  It separates that from the actual template better,0,corpus-non-useful.txt,178
hehehe,0,corpus-non-useful.txt,179
I think that was probably me :),0,corpus-non-useful.txt,180
"woo, love that markup",0,corpus-non-useful.txt,181
I don't think we need versioned routes for UI. Can we just have `/public/post/details/...`,0,corpus-non-useful.txt,182
"@bbassingthwaite-va, what is this? And what happens if it's not here? Because I never wrote this before for the pipelines I made but I was able to find pipelines in the datastore.",0,corpus-non-useful.txt,183
"@bbassingthwaite-va so this method operates on two different entity groups. One is with the legacy with the parent key and the other is the migrated leads model, right?",0,corpus-non-useful.txt,184
@bbassingthwaite-va what's the message for?,0,corpus-non-useful.txt,185
When can this happen?,0,corpus-non-useful.txt,186
Have `UpdateAccountGroupHandler` already been removed?,0,corpus-non-useful.txt,187
"Not a fan of this put directly in the process function (which is the view), isn't there a transactional (or in this case a function that would join the transaction) update sm account function?",0,corpus-non-useful.txt,188
return: geopoint created from the lat/long of the account group would be more appropriate as this doesn't actually augment the account group,0,corpus-non-useful.txt,189
hm can we use any of the various service category-ish things from the account group instead?,0,corpus-non-useful.txt,190
where is this used? are you guys writing a mapreduce or can you explain the migration scheme?,0,corpus-non-useful.txt,191
``` self.postType == 'post' && self.isScheduled() ``` if that's your thing,0,corpus-non-useful.txt,192
"The alternative to `post`, `mention` (or maybe it's `lead`), only applies to Twitter",0,corpus-non-useful.txt,193
"Nice! I think we could go further with this file as it's kind of confused now. Maybe not this branch but soon. In SM.js we're still: 1. Setting ajaxSettings traditional to true. This was designed to be done  globally, but now that we're using requirejs we still have to note SM.js as a dependancy anywhere where we actually need this 2. Setup the SlidingListViewModel which is only used in the settings section and could probably go there or into a separate file 3. Setup some string constants which are either no longer used or used once in the settings section",0,corpus-non-useful.txt,194
Should these be using `uri_for` too?,0,corpus-non-useful.txt,195
Can you put this into a BaseVFilter handler and inherit from that.  I think this is the 3rd set of this code,0,corpus-non-useful.txt,196
"It is bit confusing, here `self` means the republishing item.",0,corpus-non-useful.txt,197
I think this should be in `componet/coupons.html` so that all the html required for the components are in a single file.,0,corpus-non-useful.txt,198
I thought this should be `postedDateTime` as `postCreatedDateTime` is the one that is recorded at core side.,0,corpus-non-useful.txt,199
"I think the behaviour of `AbstractTwitter`'s comment dict isn't being tested anymore since removing this, maybe just a new test case under `AbstractTwitter`?",0,corpus-non-useful.txt,200
"For Facebook and Google+ we get different `commentText` and `commenterName` key with the same name and only for Twitter we are getting it with `postText` and `username`. I changed this in the reply to mention branch as we are going to use v2 endpoint to reply to Facebook, Twitter, Google+ social post and social mention there.",0,corpus-non-useful.txt,201
Seems like this should be `toBe(true)`. This would pass for `self.cta.isLoading([1])`? Would still work for the code I suppose but just seems unnecessarily broad.,0,corpus-non-useful.txt,202
"Fair, if we start using `1` as our truth value we wont need to change anything :+1:",0,corpus-non-useful.txt,203
Comment should point out that we are using `data_points` instead of `end_date`,0,corpus-non-useful.txt,204
Is XRegExp something that could be useful to other products too? If yes its better to add it to VFF.,0,corpus-non-useful.txt,205
In SpecRunner its still using 1.11.0,0,corpus-non-useful.txt,206
"I'm not sure this should be exporting vFilter, because then it hides access to the other globals such as vForm, doesn't it?",0,corpus-non-useful.txt,207
Why can't you just set `category = feed.taxonomy_id`? You are just setting `category` again after that if statement (unless I'm missing something).,0,corpus-non-useful.txt,208
Never ever `put` in a view. This needs to go in a domain method.,0,corpus-non-useful.txt,209
Why do you need to call `captalize`? My question is where `category` is used that it needs to be capitalized?,0,corpus-non-useful.txt,210
cases like: - set values of the model and check if isValid will return what is expected - check if the correct path is being called when adding rss - adding another rss while addingRssFeed is still true and check if it really ignores the call - check for reset function - intentionally returning 400 to the ajax call and check the result  future cases could be: - editing an rss - deleting an rss,0,corpus-non-useful.txt,211
Should this be getting account if either `account_id` or `customer_identifier` provided? It says `get_account_from_args` but gets account using `account_id` only.,0,corpus-non-useful.txt,212
"I agree that it is only used by the update endpoint, however - This could be enough reason for us to create a mixin specifically for the update endpoint (thoughts on this?) - Since this is doing only validation it should probably start with ```validate_arg_``` which is being used by vApi for initial validation before calling the ```pre_process_hook```",0,corpus-non-useful.txt,213
Is this a valid string format? I haven't seen it before with just `{}`.,0,corpus-non-useful.txt,214
"I'm a bit confused, what is this url going to look like? Isn't `back_to_page` one of `AccountKeys`?",0,corpus-non-useful.txt,215
Is it possible for `unique` to be in transaction so that when create fails it is not created?,0,corpus-non-useful.txt,216
I didn't realize there was so much logic for setting `unique`. Now I also think this probably is a solution for that.,0,corpus-non-useful.txt,217
Should this be `{0}/{1}/{2}`?,0,corpus-non-useful.txt,218
`None`?,0,corpus-non-useful.txt,219
Where does this `reduce` method come from? How come `acc` is an array here but below `sum` is an integer?,0,corpus-non-useful.txt,220
Will the 'socialPostId' suffer the same rounding errors due to the js Number class?,0,corpus-non-useful.txt,221
"Personally I find this sort of structure a little confusing, is it `not (values and required_fields)` or `(not values) and required_fields`?  I'm sure it works properly, but maybe include the parens for clarity?",0,corpus-non-useful.txt,223
"https://docs.python.org/2/reference/expressions.html#operator-precedence  Interesting, the `and` will get calculated first which isn't how I thought worked. Whoops.",0,corpus-non-useful.txt,224
Could maybe change this to  ``` self.showField = self.status in FIELDS_STATUSES_TO_SHOW ``` for brevity's sake,0,corpus-non-useful.txt,225
"Yeah, I guess `in` doesn't work like that. I'm cool with your alternative.",0,corpus-non-useful.txt,226
this is significantly easier to read ?,0,corpus-non-useful.txt,227
Does it need a type or popularity?,0,corpus-non-useful.txt,228
"So ""technically"" the `microsite` is not guaranteed to be present (hence the `hasattr` check at the top of the method) however it looks like the only handler that uses this handler (besides `AuthenticatedEditSiteView` which requires msid) is `GetOneMonthlyBillingReportForPartner` so you are pretty safe.  Having said that you might just want to add a `if not microsite: return False` at the beginning of this method...maybe?",0,corpus-non-useful.txt,229
"This is super minor but I would replace `market_id` here with `getattr(self.microsite, 'market_id', None)` and remove that stuff at the top of the method since we only need it here and, depending on the config, the code might not even get here.",0,corpus-non-useful.txt,230
Why did we add width here?,0,corpus-non-useful.txt,231
and here?,0,corpus-non-useful.txt,232
we don't have to check for empty string either?,0,corpus-non-useful.txt,233
Could move this logic to a function and add some jasmine tests perhaps.,0,corpus-non-useful.txt,234
"If it's in sass that's the case, but inline styles trump everything that isn't marked with ```!important```",0,corpus-non-useful.txt,235
Lol man it sucks doing this in knockout.,0,corpus-non-useful.txt,236
Is this getting formatted correctly? There is a jinja filter for display our datetime objects in a human readable format.,0,corpus-non-useful.txt,237
Instead of this I think you should be using a filter: https://github.com/vendasta/MS/blob/develop/src/app/views/jinja_ext/util.py#L49  Also if you do it the way you've shown above you should be using a constant to make sure we have consistent date(time) formatting.,0,corpus-non-useful.txt,238
"whoa, that's a mouthful",0,corpus-non-useful.txt,239
Of course you'd say that lol,0,corpus-non-useful.txt,240
"Not really important, but should we pare this down to just `[GET]`?",0,corpus-non-useful.txt,241
Is it ever possible to get a failure?,0,corpus-non-useful.txt,242
LSP should probably be title cased since it's a name,0,corpus-non-useful.txt,243
May want to check if this account group was found for the account group id before `user_interested_in_listing_sync_pro` and if it doesn't you could probably return `{ 'success': False }`,0,corpus-non-useful.txt,244
I think that should be the responsibility of the API endpoint in salestool.  Let's keep this AJAX endpoint lightweight.,0,corpus-non-useful.txt,245
Just a reminder we have to setup the pubsub topics on MS/ST for each environment when they are deployed.,0,corpus-non-useful.txt,246
"In the future I would just return the `sales_person_details` dict from this method and then if the view (or whoever wants to make use of this method) chooses to serialize it to json they can do that on their own. As it is right now if, for example, they wanted to add an extra key/value they would have to deserialize, add key/value, and then serialize it again which is obviously not ideal.",0,corpus-non-useful.txt,247
Only problem is this code will fail on the next line because `partner_id` and `market_id` don't exist for `None` object in which case we should probably return a 404 or something.  I don't think it's a big deal though because it's just an internal ajax endpoint that will still fail if the `account_group` doesn't exist anyway (in which case how are they even hitting this endpoint?).,0,corpus-non-useful.txt,248
Given that it's an internal ajax endpoint if something goes wrong it'll just raise an exception which I think is probably okay unless we find a specific error scenario we want to handle.,0,corpus-non-useful.txt,249
I don't think we should block this from getting merged but we should update ST (if it hasn't been done already) to support `MS`. Otherwise this is going to get super difficult to maintain because in ST it looks like `VBC` is hitting their api.,0,corpus-non-useful.txt,250
Same here.,0,corpus-non-useful.txt,251
Same here.,0,corpus-non-useful.txt,252
Same here.,0,corpus-non-useful.txt,253
In the future JS should be written with methods/variable using `camelCase` instead of `snake_case`.,0,corpus-non-useful.txt,254
Lol empowertising.,0,corpus-non-useful.txt,255
Won't this mean MS won't be updated but the change will remain on AA so the two will be out of sync?,0,corpus-non-useful.txt,256
Where/how is this set?,0,corpus-non-useful.txt,257
I assume you'll change this `45` to something real in PRD-73?,0,corpus-non-useful.txt,258
"Will it always be 45 on prod? I know Pirates are adding Canada sometime this sprint, which will have a different number of sources, so we can calculate the total when we do that.  Edit: Brad is right, PRD-73 looks like the story for that.",0,corpus-non-useful.txt,259
Definitely should not be a constant (i.e. 45) we can just pull from the list of directories we have. Can address in PRD-73.,0,corpus-non-useful.txt,260
The number of directories can and will change without our involvement so it needs to be dynamic.,0,corpus-non-useful.txt,261
"I can't really tell, but you might benefit from caching the result of `get_social_sync_profiles` I think it's used multiple times within this class. I can't really tell from the PR if it would be used more than once during a single instance of the class though.",0,corpus-non-useful.txt,262
You're re-using the `message` variable here.  Maybe rename it to avoid confusion.,0,corpus-non-useful.txt,263
"I generally recommend opening a separate, direct-to-master, pull request for upgrading libraries.   This helps avoid conflicts with other people who want to upgrade the library to a still-newer version. It would also make **this** PR a lot easier to navigate.",0,corpus-non-useful.txt,264
Is there not an 'ms' API user for Sales Tool? Probably shouldn't be pretending to be another project here.,0,corpus-non-useful.txt,265
`dealing with triggering hotness when user shows interest`  Sounds like friday night.,0,corpus-non-useful.txt,266
"Minor, but I think this would be a bit more readable if you grabbed the account group off the sales person first.  Part of this is just preferred style but something like: ```python account_group = sales_person.get(self.microsite.agid) sales_person_details = {     'salesPerson': '',     'agid': self.microsite.agid } if account_group:     sales_person_details.update({         'salesPerson': account_group['firstName'],         'email': account_group['email']         # etc.     }) return json.dumps(sales_person_details) ```",0,corpus-non-useful.txt,267
"I agree, but using Brent's [Pretty Pull Requests](https://chrome.google.com/webstore/detail/pretty-pull-requests-gith/ljnjpkadhhcdniohpfilddnhahoigdec?hl=en) extension you can collapse files/directories you don't want to look at which makes it more bearable.",0,corpus-non-useful.txt,268
Some unnecessary indenting going on here.,0,corpus-non-useful.txt,269
Minor but in JS we should be using `camelCase`. It looks like you are for `salesPerson` and some of the other fields so please keep that going.,0,corpus-non-useful.txt,270
Is it possible for the account group to be missing any of these? Maybe using get would be better incase a key is missing.,0,corpus-non-useful.txt,271
"Ok, just as long as they keys do get passed back from the api call.",0,corpus-non-useful.txt,272
Would look a bit better if this validation can be moved to the beginning of the function.,0,corpus-non-useful.txt,273
what does this do?,0,corpus-non-useful.txt,274
thanks,0,corpus-non-useful.txt,275
"These sidebar redirect handlers are the same in rm, sm and ms, or at least should be the same. If you need to make a change here you should also make that change in the other products",0,corpus-non-useful.txt,276
this is the `vauth` lib fyi,0,corpus-non-useful.txt,277
"it still works without ""www"" right?",0,corpus-non-useful.txt,278
So this function will only affect old_mappings that have no redirects? Is that on purpose?,0,corpus-non-useful.txt,279
Should this be refactored to use our new update method? It looks like add_hostslug_msid_mapping and remove_msid_for_hostname together kind of work like our new update method.,0,corpus-non-useful.txt,280
so these other pages are still in use?,0,corpus-non-useful.txt,281
"~~can you do this with ``` ReviewDocument.get_reviews ```?~~ nevermind, you can't",0,corpus-non-useful.txt,282
you probably want to test that the query you build in this method is scoped to the specified agid and filters out unpublished reviews,0,corpus-non-useful.txt,283
Right. ``` scaled_stars ``` is the source-agnostic property and is normalized from 0 to 1000. You'd have to translate back to 1-5 once you got a number back though.,0,corpus-non-useful.txt,284
could you break out the logic here into separate functions ```python if service_type == CS_KEY.FS_VENU:     context = self._setup_foursuqare_context(context) elif service_type == CS_KEY.FB_PAGE:     context = self._setup_facebook_context(context) ```,0,corpus-non-useful.txt,285
"As pointed out by Shawn, it could be better to use gritter instead of console log",0,corpus-non-useful.txt,286
"I might be too picky here, but ++index is usually used only when necessary. Use index++ if it does the same thing",0,corpus-non-useful.txt,287
"No need to bind the $data in the click function. use bind only when you need to pass extra params except the current $data. By default, there will be two params passed to the function, the 1st one is the $data and the 2nd one is the event details.",0,corpus-non-useful.txt,288
A loop here?,0,corpus-non-useful.txt,289
"Instead of spreading out a bunch of logic to stop gmb stuff when it's disabled, can you pass this into the context and just hide it from the UI?  That's generally the route we go when we put stuff behind a feature flipper.  It's a lot easer to remove later as you aren't changing any of the underlying logic",0,corpus-non-useful.txt,290
"I don't think the account will ever have a location cursor, as that doesn't show up until our first call to get the locations",0,corpus-non-useful.txt,291
the account won't have locations to start with anymore as that work would now have to be done in the JS,0,corpus-non-useful.txt,292
`if (!self.locationCursor())` would work better here,0,corpus-non-useful.txt,293
"You can just `return` here, you don't need to `return true` as that implies that there could be a different return type when it's not actually going to be used for anything",0,corpus-non-useful.txt,294
"the general convention is to do this before the ajax call instead of relying on the ajax beforeSend.  That being said, I'm pretty sure we did it that way because no one knew about this `beforeSend`.  You might have some trouble writing a test for this, but if you can follow the same pattern for testing the success function then it should work.",0,corpus-non-useful.txt,295
We don't want to leave console.log's in the JS as they won't be helpful to anyone (the end user won't be able to see it). We can use a $.gritter call here which will tell the user that something went wrong,0,corpus-non-useful.txt,296
"All of the operations in this function deal with the account that is passed in.  Instead of passing the account in to this function, the click event should be handled by the account model.  The only thing that this function can do is set the other accounts to being not selected.  If you select one account then select the next one, we can leave the previous one as selected so it stays open.",0,corpus-non-useful.txt,297
this doesn't need to be defined if there's nothing in the function,0,corpus-non-useful.txt,298
"We generally want to avoid using id's in styles as much as possible as it's hard to overwrite them.  This isn't worth changing, but just for future reference if you want to style something the default should be using a class",0,corpus-non-useful.txt,299
"Ah, I thought there was collapsing",0,corpus-non-useful.txt,300
"it'd be nice to indicate that somehow, I'm not really sure the best way though",0,corpus-non-useful.txt,301
None of these kwargs are optional.  If you make them args instead of kwargs then you don't need the check/raise ValueError stuff.,0,corpus-non-useful.txt,302
As this is now in the GoogleMyBusinessSync class it can probably be named something like `getConnectedLocation` as the GMB is already implied,0,corpus-non-useful.txt,303
if you make this `self.request.get` instead of `params.get` then you can set self.request as a dictionary in the tests and it's a lot easier to test,0,corpus-non-useful.txt,304
`if (!self.locationCursor())` would work better here,0,corpus-non-useful.txt,305
"You can just `return` here, you don't need to `return true` as that implies that there could be a different return type when it's not actually going to be used for anything",0,corpus-non-useful.txt,306
"the general convention is to do this before the ajax call instead of relying on the ajax beforeSend.  That being said, I'm pretty sure we did it that way because no one knew about this `beforeSend`.  You might have some trouble writing a test for this, but if you can follow the same pattern for testing the success function then it should work.",0,corpus-non-useful.txt,307
"Not sure how everyone feels about a super get, but maybe this check could be added to BaseReviewWidgetHandler instead of doing it in each.",0,corpus-non-useful.txt,308
To make GitHub shut up: ![image](https://cloud.githubusercontent.com/assets/8963131/13500008/36108572-e126-11e5-9867-9cd2b27b85f8.png),0,corpus-non-useful.txt,309
It is often a bad idea to do unicode conversions with accounting for encoding errors. You can either: * `except ValueError` * pass kwarg `errors=ignore` or `errors=replace` to work around errors,0,corpus-non-useful.txt,310
Isn't `_public` an oxy-moron in the Python world? :stuck_out_tongue:,0,corpus-non-useful.txt,311
we can't use ``` operation.db.put() ``` here?,0,corpus-non-useful.txt,312
whats with ``` ua_mobile_profile == PR_MOBILE_IOS and source_id == GOOGLE_MAPS_SOURCE_ID ``` ? We don't want to link to gmaps if they are on mobile?,0,corpus-non-useful.txt,313
"Did you guys miss the comment right above? [MS-2252](https://vendasta.jira.com/browse/MS-2252) has the details on this, but to sum up, the second clause on the `if` can be removed completely if we have a working links to Google Maps reviews to share the review. (ie. just `if source_listing:`)",0,corpus-non-useful.txt,314
this should be an ``` a ``` tag now,0,corpus-non-useful.txt,315
Ah ok `COMPLETE-OK`,0,corpus-non-useful.txt,316
"Does this bug also affect these FAVICONs being served below? If not, why not? They are using `http` exclusively.  `return 'http://' + self.request.host + mapping.get_url()`",0,corpus-non-useful.txt,317
"you could also do this by saying  ``` return set_review_shared(self.agid, self.rid) or self.abort(400) ``` although i find that kinda weird. if you want to return a 400 if something goes wrong in core, it's clearer to catch the exception here and abort in the exception handler rather than catch it in the underlying layer, return None, and then have a special meaning for a None value in this layer",0,corpus-non-useful.txt,318
"ya what im suggesting is  ``` try:   return set_review_shared(self.agid, self.rid) except CoreApiException as e:   logging.warning(e)   return self.abort(400) ```  and then the core api wrapper method going back to being 2 lines",0,corpus-non-useful.txt,319
"I was just looking through the `msid_selector` code (which handles `redirect_hostslug`) and, yes, I think you are correct, this should be fine. Especially if you grabbed it from the code that generates the ""View Location Page"" link.",0,corpus-non-useful.txt,320
@sgryschuk-va @tbathgate-va @bjohnson-va  so... sendwithus completely obscures what the links actually are (thye get turned into giant unreadable things). as long as the user doesn't see a microsite load up on microsite-prod.appspot.com (ie non whitelabelled domain) then from their perspective theres no difference between the WL domain and our domain unless they are exceptionally tech savvy for a random spam victim.  I think we could just give them a vanilla url that does the same thing and cut out all of this communication between CS and MS when CS goes to send the email.  ``` _get_review_deep_link ``` could just as easily exist on the vobject,0,corpus-non-useful.txt,321
generally our urls should be lowercase with dashes between words like microsite/send-request-share-review-email  if you found 'MicroSite' somewhere in MS that's old school,0,corpus-non-useful.txt,322
you can get the reviews and ``` get_enabled_listing_sources ``` asynchronously. if you havent seen https://cloud.google.com/appengine/docs/python/ndb/async#tasklets id check it out. a tasklet decorator can turn any python function into a (pseudo)asynchronous method. we can refactor it together if you want,0,corpus-non-useful.txt,323
"id look at initializing these mocks in your ``` setUp ```. If a mock is needed for every or almost every test, then might as well store it on the testCase instance in setUp. Allows you to get rid of all the nasty decorators and arguments into test functions.",0,corpus-non-useful.txt,324
"if you'd like to put this mock into the setUp, you could change this test case to inherit from VTestCase, which is a thin wrapper about unittest.TestCase with some convenient assertions and (more importantly) the easy ```mock_function_in_setup ``` call (or whatever its called now) which lets you put this on an instance attribute easily",0,corpus-non-useful.txt,325
same comment here about patch decorators vs setUp and VTestCase,0,corpus-non-useful.txt,326
"Minor, but the page, msid, pid, etc. are already added via `MicrositeGeneralView.get` and `MicrositeView.render_response` methods.",0,corpus-non-useful.txt,327
I would really like to see this file completely deleted and for reviews to use existing page logic. Also instead of overriding the `page` property in these handlers you could potentially just insert that logic into `MicrositeGeneralView.page` but that might get messy...,0,corpus-non-useful.txt,328
"I don't understand what the issue is.  *Renee Elder* Product Owner *VendAsta Technologies Inc.* relder@vendasta.com| www.vendasta.com  On Tue, Nov 17, 2015 at 2:56 PM, Sunny Sharma <notifications@github.com> wrote:  > In src/templates/microsites/html/templates/ReviewDisplay.html > <https://github.com/vendasta/MS/pull/1496#discussion_r45119237>: > > > @@ -57,12 +53,12 @@ > >                          <span class=""reviewer-name"" data-bind=""text: reviewer_name"" itemprop=""name""></span> > >                      </div> > >                  </div> > > -                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: $root.linkToReview(review_id) }"" itemprop=""name""></a> > > +                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: url }"" itemprop=""name""></a> > > like so > [image: baltimore_plumbers__hvac___heating___cooling_service] > <https://cloud.githubusercontent.com/assets/5394747/11224592/c00bf400-8d43-11e5-9e42-0d0667e07da5.png> > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1496/files#r45119237>. >",0,corpus-non-useful.txt,329
"That doesn't seem right.  It shouldn't put them into a place where they get ""stuck"".  If you want, we can do a hangout to go over how it should work.   *Renee Elder* Product Owner *VendAsta Technologies Inc.* relder@vendasta.com| www.vendasta.com  On Tue, Nov 17, 2015 at 3:41 PM, Dale Birtch <notifications@github.com> wrote:  > In src/templates/microsites/html/templates/ReviewDisplay.html > <https://github.com/vendasta/MS/pull/1496#discussion_r45125468>: > > > @@ -57,12 +53,12 @@ > >                          <span class=""reviewer-name"" data-bind=""text: reviewer_name"" itemprop=""name""></span> > >                      </div> > >                  </div> > > -                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: $root.linkToReview(review_id) }"" itemprop=""name""></a> > > +                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: url }"" itemprop=""name""></a> > > The reviews behaviour is inconsistent, only clickable if an optional field > (review title) is provided. This loads the landing page in the widget space > - including redundant branding, phone button and view map (not present in > the widget when first loaded, and should be present on other spots of the > page already) further this gets the user ""stuck"" there is no back or > ability to return to the list of reviews that you came from. > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1496/files#r45125468>. >",0,corpus-non-useful.txt,330
i think ```split_names = reviewer_name.split(' ')``` has the same effect,0,corpus-non-useful.txt,331
"not huge fan of append None, you can do  ``` first_name = split_names[0].capitalize() if len(split_names) > 1:    last_initial = plit_names[1][0].capitalize() else:   last_initial = ''   ```",0,corpus-non-useful.txt,332
"the correct way is to ```counts = defaultdict(int, {...})```",0,corpus-non-useful.txt,333
should it be ```if num_comments > 0```,0,corpus-non-useful.txt,334
"How expensive is this vconfig lookup? Is it an NDB lookup by key? An API call? Using a memcache?  I am a little worried about adding this in the base `render_response` function because then it will be called for every single page, when we only really need it on a single page. Although, I will admit that it seems like the type of generic field we should put on every context.",0,corpus-non-useful.txt,335
"I don't think env name is enough here, since these buckets are globally unique. `batch-files-microsites-prod` maybe instead",0,corpus-non-useful.txt,336
is the positive/negative review message normally a list in the dict returned by ``` get_review_generation_dict ``` ?,0,corpus-non-useful.txt,337
"personally i think it's weird to change the instance variable inside the test instead of using ``` % (self.pid, self.agid) ``` in string substitution just be brazen about shoving something out of the norm in there ``` % (self.pid, 'AG-FAILS') ```",0,corpus-non-useful.txt,338
`customer_identifier` can also be considered as non-essential as we have `pmsid` which is used as microsite's customer_identifier.,0,corpus-non-useful.txt,339
"Are there other uses for the schema types besides using the schema.org url? If not, then maybe we could construct the urls as part of the `get_schema_types_by_taxonomy_ids` call since we'll need to do it every time anyways.",0,corpus-non-useful.txt,340
"Open24 is detected by both the opens and closes being 00:00, as such this flag can be set on a day by day basis. Unless the entire week becoming open 24 hours was how the old MS HoO worked?",0,corpus-non-useful.txt,341
`photo clicks` ? What is `yellow ad`?,0,corpus-non-useful.txt,342
`November 2011` haha,0,corpus-non-useful.txt,343
"Here, I'm thinking what if the account group is not synced. We know pubsub could sometime get delayed and in that case we'll have bug in validation and other places of the endpoints that uses this Mixin. May be we could first get from the `AccountGroupModel` and then if not there in the datastore get it via VBC api call?",0,corpus-non-useful.txt,344
"self.validate(args) raises the ValidationError and other errors should come from ``` self.add(args_with_spid) ```, so these could be separate blocks.",0,corpus-non-useful.txt,345
Might as well do this for `LogoutHandler`.,0,corpus-non-useful.txt,346
I think `fn` is supposed to be equal to `org`?,0,corpus-non-useful.txt,347
Doesn't this need to be contained within the `vcard` class to be recognized?,0,corpus-non-useful.txt,348
Shouldn't this be `23:59:59` otherwise we'll lose 1st day of each month in the billing query,0,corpus-non-useful.txt,349
Why do we use `qa` vs `_gaq` here? Might warrant some documentation,0,corpus-non-useful.txt,350
"_gaq is old school... ga is the new way On May 20, 2015 1:05 PM, ""Jason Prokop"" <notifications@github.com> wrote:  > In src/static/js/MS.AddReview.js > <https://github.com/vendasta/MS/pull/1241#discussion_r30737246>: > > > @@ -39,5 +39,12 @@ var AddReviewViewModel = Class.extend({ > >                  $.gritter.success('Review copied to clipboard'); > >              }); > >          }; > > + > > +        self.trackShare = function(listing) { > > +            if (typeof(ga) === 'function') { > > +                ga('send', 'event', msid, 'ReviewShare', listing); > > Why do we use qa vs _gaq here? Might warrant some documentation > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1241/files#r30737246>. >",0,corpus-non-useful.txt,351
